O|U>F|FOODON_03301502|yogurt (plain)|C5925831|kate farms glucose support 1.2 cal/ml nutrition (plain)
O|U>F|FOODON_03544205|42050 - blackcurrant flavour (efsa foodex2)|C0595713|fortifresh blackcurrant liquid
O|U>F|FOODON_03430165|liquid, supplement form|C3667235|nutritional supplement oral liquid [similac human milk fortifier]
O|U>F|FOODON_00002043|mixed fruit beverage|C4073373|pedialyte electrolyte solution (mixed fruit)
O|U>F|FOODON_03310368|soy protein|C5242558|milk protein/soy protein oral suspension [ensure plus]
O|U>F|FOODON_03601071|gram flour|C4046737|infant formula,spec. metabolic, propionic acidemia,with iron 28 gram-377 kcal/100 gram oral powder (gram)
O|U>F|FOODON_03308302|rock salmon (raw)|C0349377|rock salmon
O|U>F|FOODON_03303130|infant formula|C4474004|formula, infant oral powder for suspension [tyr anamix early years]
O|U>F|FOODON_03316463|soup powder mix|C4084227|nutricia essential amino acid mix powder
O|U>F|FOODON_03307700|coleslaw dressing|C0453747|coleslaw with reduced calorie dressing
O|U>F|FOODON_00003521|berry|C5770742|biolyte electrolyte solution (berry)
O|U>F|FOODON_00002724|nutritional powder|C1170957|tyr2 metabolism powder
O|U>F|FOODON_00003738|vanilla bean|C5207214|pediasure organic vanilla
O|U>F|FOODON_03302798|bread (diet)|C0309863|prescription diet canine w/d
O|U>F|FOODON_00003796|lotus seed|C0453130|lotus tuber
O|U>F|FOODON_03303130|infant formula|C4474079|formula, infant oral powder for suspension [gentle infant formula w/ iron]
O|U>F|FOODON_00003738|vanilla bean|C1177104|ensure hp liquid vanilla
O|U>F|FOODON_00001874|food supplement food product|C0357179|cystic fibrosis food
O|U>F|FOODON_03305039|infant formula (milk-based, liquid, iron-fortified)|C3268022|pediatric nutrition, milk based, with iron 0.03 gram-0.6 kcal/ml oral liquid (ml)
O|U>F|FOODON_00002874|picnic loaf|C0475884|juvela gf fibre loaf 400g
O|U>F|FOODON_03601071|gram flour|C1685082|nutritional therapy, compromised immune system, regular 15 gram-350 kcal/83.6 gram oral packet (ea)
O|U>F|FOODON_03317034|caramel|C3464591|caramel flavor miscell liquid (ml)
O|U>F|FOODON_03301223|paprika (ground)|C0162338|paprika
O|U>F|FOODON_00001001|orange juice (liquid)|C0547026|fortisip orange liquid
O|U>F|FOODON_00002803|banana powder|C5782484|mango 500 mg in 2 g / banana 500 mg in 2 g / white mulberry 250 mg in 2 g oral powder [jba glucotrojan]
O|U>F|FOODON_00003488|tangerine|C5540026|liquid iv tangerine
O|U>F|FOODON_00002724|nutritional powder|C0351570|maxamaid xphen tyr powder 575g
O|U>F|FOODON_03316042|salad|C0453749|florida salad
O|U>F|FOODON_03303130|infant formula|C3194508|formula, infant oral powder for suspension [prosobee lipil]
O|U>F|FOODON_03540254|02540 - cakes (efsa foodex2)|C0453724|potato cakes
O|U>F|FOODON_03301227|broad bean|C2349999|fava bean
O|U>F|FOODON_00002300|sweetener food product|C0684173|food sweetener
O|U>F|FOODON_03400872|medical food (eurofir)|C4474003|medical food oral powder for suspension [camino pro swirl]
O|U>F|FOODON_00002724|nutritional powder|C3643394|nutritional therapy for phenylketonuria(pku) with iron no.52 60 gram-297 kcal/100 gram oral powder in packet (ea)
O|U>F|FOODON_03412571|pomfret|C0453006|black pomfret
O|U>F|FOODON_03305847|carob and vanilla ice cream|C4055762|similac go and grow vanilla
O|U>F|FOODON_03400740|033  milks (ml) (ccpr)|C4058329|chloride/dextrose/potassium/sodium/zinc 8.3 meq/237 ml-6 gm/237 ml-4.7 meq/237 ml-10.6 meq/237 ml oral solution [pedialyte]
O|U>F|FOODON_03306255|toast|C0460159|bi-aglut cracker toast 240g
O|U>F|FOODON_03315967|confectionery (with no added sugar)|C3667151|nutritional supplement oral liquid [ensure nutra shake no sugar added]
O|U>F|FOODON_00003684|savoy cabbage head|C0353411|ultra pku savoy biscuits 150g
O|U>F|FOODON_00003738|vanilla bean|C0979979|resource diabetic liquid (vanilla)
O|U>F|FOODON_03413052|calcium stearoyl-2-lactylate|C2954805|levomefolate calcium/methylcobalamin/pyridoxal phosphate 3 mg-2 mg-35 mg oral tablet [metanx]
O|U>F|FOODON_03304765|gelatin (unflavored)|C0727668|reabilan unflavored
O|U>F|FOODON_03317207|mammalian milk for infant|C5833898|enfagrow premium toddler powder for suspension (natural milk)
O|U>F|FOODON_03400850|liqueur or spirits (eurofir)|C0452490|advocaat
O|U>F|FOODON_03312058|specialty sauce|C3887454|adult dialysis specialty formula
O|U>F|FOODON_03303130|infant formula|C3695457|formula, infant oral powder for suspension [enfagrow toddler next step]
O|U>F|FOODON_03304960|asparagus soup|C0351589|ensure asparagus liquid 250ml
D|U>F|FOODON_03310257|cornmeal|C0458983|cornmeal
O|U>F|FOODON_03316225|product intended for particular nutritional uses|C5140501|nutritional therapy for tyrosinemia without iron 0.91 gram-5 kcal oral tablet
O|U>F|FOODON_03311520|infant formula (milk-based, liquid, iron-fortified, ready-to-feed)|C4477436|similac with iron ready-to-feed suspension
O|U>F|FOODON_03543874|38740 - omelette, plain (efsa foodex2)|C0453465|plain omelette
O|U>F|FOODON_00003280|soup (liquid)|C0351492|maxijul liquid 200ml
O|U>F|FOODON_03304765|gelatin (unflavored)|C4765094|peptamen junior 1.5 unflavored,250ml
O|U>F|FOODON_03304765|gelatin (unflavored)|C3819006|juven pwdr pkt,unflavored
O|U>F|FOODON_03310561|infant formula (soy-based)|C4474109|formula, infant oral powder for suspension [soy-based infant formula w/ iron]
O|U>F|FOODON_00003738|vanilla bean|C1657097|nutrenrenal, vanilla
O|U>F|FOODON_00003280|soup (liquid)|C4224846|impact peptide 1.5 liquid
O|U>F|FOODON_00003443|strawberry|C0546899|protein forte strawberry liquid 200ml
O|U>F|FOODON_03302222|beverage base (artificially sweetened)|C4058043|flavor pcca tangerine powder base sweetened
O|U>F|FOODON_03400460|CIAA fish and fish products|C0016158|fish products
O|U>F|FOODON_03470131|food chilling|C0357182|glycogen storage disease food
O|U>F|FOODON_03305073|food bar|C5762425|medical food oral bar [pku golike 5g pe]
O|U>F|FOODON_03540166|01660 - gluten free bread (efsa foodex2)|C0460248|gluten-free/wheat free unsliced bread
O|U>F|FOODON_03540167|01670 - gluten free bread, white (efsa foodex2)|C0732540|gluten-free/wheat-free white bread mix
O|U>F|FOODON_03316764|vanilla bean extract|C5383357|enterade advanced oncology formula solution (vanilla)
O|U>F|FOODON_03306789|cheese pizza kit|C2980457|theraproxen-500 kit
O|U>F|FOODON_03315916|drink powder|C3281737|potassium/sodium 38 mg/10.5 gm-100 mg/10.5 gm oral powder for solution [cerasport electrolyte hydration drink mix]
O|U>F|FOODON_00003738|vanilla bean|C4256236|nutricia ketocal 4:1 enteral suspension (vanilla)
O|U>F|FOODON_03315106|orange|C4256249|nutricia shs xmet maxamum powder (orange)
O|U>F|FOODON_03302798|bread (diet)|C0309862|prescription diet canine u/d
O|U>F|FOODON_03430165|liquid, supplement form|C3666039|nutritional supplement oral liquid [compleat-regular]
O|U>F|FOODON_03411556|batavia cassia plant|C4764044|cinnamomum cassia capsules
O|U>F|FOODON_00004275|processing aid|C0351555|msud aid powder 200g
O|U>F|FOODON_03307240|chocolate|C0725070|advera chocolate
O|U>F|FOODON_03317388|infant formula (liquid)|C4473349|formula, infant oral liquid [enfamil gentlease lipil]
O|U>F|FOODON_03304931|tea (liquid, with cream)|C3892286|similac with iron liquid
O|U>F|FOODON_03400936|50182100 - biscuits/cookies (gs1 gpc)|C0589718|juvela lp gf cookies 150g
D|U>F|FOODON_00003784|plantain|C1235662|plantain
O|U>F|FOODON_00003459|pineapple|C4057801|cvs pediatric electrolyte solution (pineapple)
O|U>F|FOODON_03303924|macaroni elbow|C0731802|tinkyada gf brown rice (elbow) macaroni 454g
O|U>F|FOODON_00004183|banana|C0553633|ensure plus banana liquid 200ml tetrapak
O|U>F|FOODON_00003738|vanilla bean|C1177174|pro-peptide liquid vanilla,250ml
O|U>F|FOODON_03413770|d-biotin|C5227960|biotin 5 mg/ml oral liquid
O|U>F|FOODON_03601071|gram flour|C5881728|pediatric nutrition with iron, lactose free 5 gram-210 kcal/45 gram oral powder (gram)
O|U>F|FOODON_00002724|nutritional powder|C0732043|sma lf powder 430g
O|U>F|FOODON_00002724|nutritional powder|C0351498|polycose powder 350g
O|U>F|FOODON_03303130|infant formula|C1950841|infant formula, spec metab, glutaric aciduria i
O|U>F|FOODON_03544482|44820 - vitamin b12 (cyanocobalamin, hydroxocobalamin, methylcobalamin) (efsa foodex2)|C3538006|l-methylfolate/methylcobalamin/pyridoxal phosphate/schizochytrium 3 mg-2 mg-35 mg-90.314 mg oral capsule
O|U>F|FOODON_03302895|cookie (with added fiber)|C0727246|nutren jr with fiber
O|U>F|FOODON_03308851|crabmeat (special)|C3892295|similac special care 24 liquid
O|U>F|FOODON_03304384|sweetened condensed milk|C0452736|whole sweetened condensed milk
D|U>F|FOODON_00003563|chestnut|C0349771|chestnut
O|U>F|FOODON_03311482|barley plus grain mixture|C0726071|enfamil plus iron
O|U>F|FOODON_03305713|meat in red wine|C5828377|in vitro meat
O|U>F|FOODON_03304906|beef soup (instant)|C0453414|instant packet soup
O|U>F|FOODON_03306789|cheese pizza kit|C2980128|lytensopril-90 kit
O|U>F|FOODON_03303130|infant formula|C4474046|formula, infant oral powder for suspension [pku periflex early years]
O|U>F|FOODON_03311078|infant formula (soy-based, liquid, concentrated)|C4474054|formula, infant oral liquid [similac soy isomil with iron]
O|U>F|FOODON_03480021|packed in vegetable oil|C0453628|bubble and squeak fried in vegetable oil
O|U>F|FOODON_00003738|vanilla bean|C0726212|fibersource hn vanilla
O|U>F|FOODON_03305524|brandy snap cookie|C0452634|brandy snap
O|U>F|FOODON_03601071|gram flour|C5778259|ribose 10 kcal/2 gram (scoop) oral powder (gram)
D|U>F|FOODON_00003003|macadamia nut|C0453344|macadamia nut
O|U>F|FOODON_00003738|vanilla bean|C4306031|glucerna 1.0 cal with carbsteady nutrition (vanilla)
O|U>F|FOODON_03315502|peach|C0594570|emelis peach semi-solid 125g
O|U>F|FOODON_03305800|vanilla ice cream|C4689212|enu complete nutrition shake (vanilla cream)
O|U>F|FOODON_03430162|food supplement powder|C3190021|nutritional supplement oral powder for suspension [xphe maxamum]
O|U>F|FOODON_03543448|34480 - tea extract (powder) decaffeinated (efsa foodex2)|C5917054|mv-mn/folate/caffeine/acetylglutathione/amino acid/green tea 40 mcg dfe-95 mg/scoop oral powder (gram)
D|U>F|FOODON_03540472|brussels sprouts|C0330501|brussels sprouts
O|U>F|FOODON_03490354|paper-paper combination|C2369094|antidiarrheal combination oral suspension [cesinex 125]
O|U>F|FOODON_03510203|high protein food|C4026426|vital high protein
O|U>F|FOODON_00003443|strawberry|C1330847|re/neph liquid strawberry
O|U>F|FOODON_03510174|gluten free claim|C0460307|farleys gluten-free biscuits
O|U>F|FOODON_03400872|medical food (eurofir)|C5561224|medical food oral powder for solution [tyr express15 plus]
O|U>F|FOODON_03542972|29720 - egg powder (efsa foodex2)|C0978458|meritene powder (egg nog)
O|U>F|FOODON_03311829|tea (ready to drink)|C4073390|pediasure peptide 1.5 cal ready-to-hang nutrition (vanilla)
O|U>F|FOODON_03490207|capsule|C3538008|l-methylfolate/schizochytrium 7.5 mg-90.314 mg oral capsule
O|U>F|FOODON_03311520|infant formula (milk-based, liquid, iron-fortified, ready-to-feed)|C4292414|similac pro-sensitive non-gmo with iron ready-to-feed suspension
O|U>F|FOODON_00004510|flour|C0593289|tritamyl gf lf flour 1kg
O|U>F|FOODON_03303130|infant formula|C5577315|formula, infant oral powder for suspension [similac pure bliss toddler]
O|U>F|FOODON_03490411|bass fibre container|C1277000|nutrini fibre
O|U>F|FOODON_03601071|gram flour|C2242104|nut. tx for pku with iron #34 74.97 gram-301 kcal/100 gram oral powder (gram)
O|U>F|FOODON_00001809|dietary or therapeutic formulation food product|C1298640|dietary product
O|U>F|FOODON_00001002|food product|C0359583|enrich (product)
O|U>F|FOODON_00003904|Ginkgo biloba leaf|C3855700|acetylcarnitine/choline bitartrate/cocoa extract/dextrose/ginkgo biloba leaf/glutamic acid/hawthorn berry;fluoxetine hydrochloride 125 mg; 10 mg oral capsule
O|U>F|FOODON_00002429|convenience food|C3464416|theraproxen-500 convenience pack
O|U>F|FOODON_03307537|pudding with fruit topping (artificially flavored)|C0453562|sponge pudding with dried fruit
O|U>F|FOODON_03312058|specialty sauce|C3853304|adult pulmonary specialty formula
O|U>F|FOODON_00002125|plant based bakery food product|C5782873|medical food oral suspension [kindersprout organic plant-based protein shake]
D|U>F|FOODON_00002424|roquefort cheese|C0452786|roquefort cheese
O|U>F|FOODON_03302946|custard|C1170915|immune-aide hn custard
O|U>F|FOODON_00003402|pre-harvest food material|C1656474|watkins harvest
O|U>F|FOODON_00003889|food (blend)|C4301419|nutricia phenylade mte aa blend powder
D|U>F|FOODON_03540853|parsley|C0994493|parsley
O|U>F|FOODON_03601071|gram flour|C1814796|nut. tx for pku with iron #9 22 gram-410 kcal/100 gram oral powder (gram)
O|U>F|FOODON_03310641|lentil|C0453700|lentil and rice roast
O|U>F|FOODON_03400872|medical food (eurofir)|C2586523|medical food oral tablet [rezyst im]
O|U>F|FOODON_00003280|soup (liquid)|C0593180|clinifeed 1.0 liquid 500ml
O|U>F|FOODON_00002724|nutritional powder|C0351508|maxijul le powder 100g
O|U>F|FOODON_03510170|lactose reduced food|C5443655|lactose-reduced food 0.08 gram-0.76 kcal/ml oral liquid (ml)
O|U>F|FOODON_03317388|infant formula (liquid)|C3191599|formula, infant oral liquid [enfamil nursette]
O|U>F|FOODON_03316906|berry (impregnated with sugar)|C5925335|pedialyte with immune support iced berry, oral solution
O|U>F|FOODON_03544483|44830 - vitamin c     (ascorbic acid) (efsa foodex2)|C3667922|ascorbic acid/calcium/phosphorus/potassium/protein/sodium/vitamin a/vitamin d 350 mg/237 ml-8 gm/237 ml-180 mg/237 ml oral suspension
O|U>F|FOODON_00003417|grape|C4275417|pedialyte grape
D|U>F|FOODON_03311271|port wine|C0678395|port wine
O|U>F|FOODON_03400679|014  legume vegetables (vp) (ccpr)|C3474530|cholecalciferol/genistein/zinc, chelated 200 iu-27 mg-20 mg oral capsule [vp-gstn]
O|U>F|FOODON_03544323|43230 - mixed berry flavour (efsa foodex2)|C5705572|atp ignite mixed berry
O|U>F|FOODON_03309738|beef (cooked)|C2346985|beef, cooked
O|U>F|FOODON_00003351|brown rice flour|C5561057|real foods orange chicken,carrot,brown rice,pkt,267gm
O|U>F|FOODON_03601071|gram flour|C2240496|nutritional therapy for phenylketonuria(pku) with iron no.27 25 gram-400 kcal/100 gram oral powder (gram)
O|U>F|FOODON_00002724|nutritional powder|C4758998|nutritional supplement oral powder for suspension [similac go & grow hmo]
O|U>F|FOODON_03430155|edible tablet|C5761925|msud easy tablet
O|U>F|FOODON_00004489|lamb chop|C0452877|grilled lamb chop
O|U>F|FOODON_03400812|grain or grain product (eurofir)|C0452573|nutri-grain
O|U>F|FOODON_03601071|gram flour|C3473383|nutritional tx, ketogenic,whey 14.5 gram-686 kcal/100 gram oral powder (gram)
O|U>F|FOODON_03317388|infant formula (liquid)|C3199312|formula, infant oral liquid [lactofree lipil]
O|U>F|FOODON_00001280|chocolate food product|C5833749|xymogen fit food lean creamy chocolate
O|U>F|FOODON_03510170|lactose reduced food|C3668703|nutritional therapy, lactose-reduced, with iron 0.07 gram-0.8 kcal/ml oral liquid (ml)
O|U>F|FOODON_00002515|carrot cake|C0452654|jaffa cake
O|U>F|FOODON_00003738|vanilla bean|C0979985|resource liquid (vanilla)
O|U>F|FOODON_03600002|fish oil supplement|C5856338|omega-3-containing krill oil supplement
O|U>F|FOODON_03413770|d-biotin|C5777301|enterade ibs-d
O|U>F|FOODON_00003159|seafood sandwich|C0206208|seafood
O|U>F|FOODON_03430165|liquid, supplement form|C3667290|nutritional supplement oral liquid [nutren 1.0 with fiber]
O|U>F|FOODON_03303055|cherry cider|C0452475|dry cider
O|U>F|FOODON_03302316|butter pecan roll|C0726086|ensure butter pecan hospital
O|U>F|FOODON_03302452|gluten bread|C0475895|gluten-free fiber bread rolls
O|U>F|FOODON_00003521|berry|C0727200|nubasics bar berry
D|U>F|FOODON_03000287|cheese|C0007968|cheese
O|U>F|FOODON_03430162|food supplement powder|C3196390|nutritional supplement oral powder for suspension [accupep hpf]
O|U>F|FOODON_03316356|dough (semi-moist, ready-to-use)|C0732342|sma high energy ready to use milk 250ml
O|U>F|FOODON_03306191|lemonade concentrate (liquid)|C0359457|prosobee gf sf lf liquid concentrate
O|U>F|FOODON_03310387|oil|C0359489|alembicol d oil
D|U>F|FOODON_03540863|rosemary|C1262899|rosemary
O|U>F|FOODON_03304931|tea (liquid, with cream)|C1655872|pediasure with fiber liquid
O|U>F|FOODON_03315967|confectionery (with no added sugar)|C2746750|nut.tx., phenylketonuria (pku) with iron, no.41
O|U>F|FOODON_03315288|beverage, lactobacillus|C4224304|bifidobacterium breve/bifidobacterium infantis/bifidobacterium longum/lactobacillus acidophilus/lactobacillus bulgaricus/lactobacillus paracasei/lactobacillus plantarum/streptococcus thermophilus 900 billion org/1 packet oral packet [visbiome]
O|U>F|FOODON_03430165|liquid, supplement form|C3667313|nutritional supplement oral liquid [lipisorb]
O|U>F|FOODON_03301605|cottage cheese|C0452762|plain cottage cheese
O|U>F|FOODON_03601071|gram flour|C1814640|nutritional therapy, metabolic disorder, methionine-free 40 gram-305 kcal/100 gram oral powder (gram)
O|U>F|FOODON_00002724|nutritional powder|C0351557|maxamaid msud powder 575g
O|U>F|FOODON_03530010|choice grade|C0939559|choice dm chocolate
O|U>F|FOODON_03307331|mango shake|C0726286|forta shake egg nog
O|U>F|FOODON_00003054|trail mix|C0460364|juvela lp mix
O|U>F|FOODON_03302967|haddock (flaked)|C0452983|fried haddock goujons in breadcrumbs
O|U>F|FOODON_03460181|iron added claim|C0726059|enfamil iron 13
O|U>F|FOODON_03430165|liquid, supplement form|C3667320|nutritional supplement oral liquid [resource plus]
O|U>F|FOODON_03430162|food supplement powder|C3196392|nutritional supplement oral powder for suspension [resource protein]
O|U>F|FOODON_00002724|nutritional powder|C3892300|similac sensitive fuss-gas powder
O|U>F|FOODON_03430165|liquid, supplement form|C3667242|nutritional supplement oral liquid [fearn lecithin]
O|U>F|FOODON_03301726|bubble gum|C4057150|pediatric electrolyte solution (bubble gum)
O|U>F|FOODON_00003443|strawberry|C0546907|clinutren strawberry liquid 250ml
O|U>F|FOODON_03305177|lemon and lime drink|C3162969|proteinex-18 liquid lemon/lime
O|U>F|FOODON_03490207|capsule|C1699398|flavocoxid 500 mg oral capsule [limbrel]
O|U>F|FOODON_00003738|vanilla bean|C0452674|vanilla slice
O|U>F|FOODON_00003280|soup (liquid)|C0595360|clinifeed 1.5 liquid 500ml
O|U>F|FOODON_00003738|vanilla bean|C3464157|glucerna 1.0 cal liquid vanilla
O|U>F|FOODON_03490207|capsule|C1613151|flavocoxid 250 mg oral capsule [limbrel]
O|U>F|FOODON_00003417|grape|C2346323|juven powder packets, grape
O|U>F|FOODON_00003738|vanilla bean|C3847925|ensure muscle vanilla
O|U>F|FOODON_00003433|raspberry|C3473319|cran-raspberry flavor
O|U>F|FOODON_00004183|banana|C1699682|ensure high protein, banana, instant
O|U>F|FOODON_03510171|lactose free food|C5550549|nutritional therapy, impaired renal function,lactose-free 0.08 gram-1.8 kcal/ml oral liquid (ml)
O|U>F|FOODON_03601071|gram flour|C3473484|infant formula with iron/docosahexaenoic acid/arachidonic ac 2.8 gram-5.3 gram-10.4 gram/100 kcal oral liquid (ml)
O|U>F|FOODON_03303130|infant formula|C5432482|formula, infant oral powder for suspension [nestle nan pro]
O|U>F|FOODON_03430165|liquid, supplement form|C4474072|nutritional supplement oral liquid [peptamen 1.5 with prebio1]
O|U>F|FOODON_03303130|infant formula|C0773310|infant formula with iron oral concentrate, oral
O|U>F|FOODON_00003939|diet soft drink (caffeinated)|C3843671|diet pop
O|U>F|FOODON_03309580|vinegar blend|C4270869|nutricia complex amino acid blend msd powder
O|U>F|FOODON_00002724|nutritional powder|C0981133|vivonex t.e.n. powder,pkt,80.4gm
O|U>F|FOODON_00003351|brown rice flour|C0452710|brown rice
O|U>F|FOODON_03315967|confectionery (with no added sugar)|C2240494|nut.tx., phenylketonuria (pku) with iron, no.27
O|U>F|FOODON_00003280|soup (liquid)|C0590373|ensure plus liquid tetrapak
O|U>F|FOODON_03307443|yogurt with fruit|C4084222|gnp pediatric electrolyte solution with zinc (fruit)
D|U>F|FOODON_03316454|beverage containing caffeine|C0678438|beverage containing caffeine
O|U>F|FOODON_00002724|nutritional powder|C3505076|nutritional therapy for phenylketonuria(pku) with iron no.41 15 gram-190 kcal/50 gram oral powder in packet (ea)
O|U>F|FOODON_00003443|strawberry|C0546909|clinutren-1.5 strawberry liquid 250ml
O|U>F|FOODON_00002400|carob food product|C1720115|product containing carob
O|U>F|FOODON_00003417|grape|C1726085|pediatric electrolyte grape
O|U>F|FOODON_03304765|gelatin (unflavored)|C5207216|pediasure peptide 1.0 cal liquid unflavored
O|U>F|FOODON_00003923|whole grain bread|C0475899|glutafin gf whole fibre bread
O|U>F|FOODON_00005016|Supreme muscadine|C0727159|nepro cherry supreme
O|U>F|FOODON_03430165|liquid, supplement form|C3667273|nutritional supplement oral liquid [boost with benefiber]
O|U>F|FOODON_03302459|bread (diet, sliced)|C0471555|glutano gf wholemeal sliced bread
O|U>F|FOODON_03401280|USDA SR pork products (1000)|C3202946|chloride/dextrose/potassium/sodium/zinc 35 meq/1000 ml-25 gm/1000 ml-20 meq/1000 ml-45 meq/1000 ml-7.8 mg/1000 ml oral solution
O|U>F|FOODON_00003738|vanilla bean|C0939744|nubasics vanilla
O|U>F|FOODON_00003280|soup (liquid)|C1656458|pediasure liquid
O|U>F|FOODON_03420194|egg or egg component|C0453469|egg fu yung
O|U>F|FOODON_00002724|nutritional powder|C3666399|nutritional therapy, phenylketonuria (pku), no. 54
O|U>F|FOODON_00002724|nutritional powder|C3196435|nutritional supplement oral powder for suspension [hepatic-aid ii]
O|U>F|FOODON_03304558|brewers' grain flavor (natural)|C1950265|orange flavor, natural
O|U>F|FOODON_00005147|digestible food material|C5236979|digestible starch
O|U>F|FOODON_03520319|neutral zone|C0732177|sandosource gi control neutral liquid 500ml
O|U>F|FOODON_00002724|nutritional powder|C3505077|nutritional therapy for glycogen storage disease (gsd) 0.3 gram-214 kcal/60 gram oral powder in packet (ea)
O|U>F|FOODON_03315502|peach|C0592944|enlive peach liquid
O|U>F|FOODON_00001001|orange juice (liquid)|C1995546|thick & easy thickend orange juice (honey) liquid,oral
O|U>F|FOODON_03601071|gram flour|C3473483|infant formula with iron/docosahexaenoic acid/arachidonic ac 2.5 gram-5.1 gram-11.3 gram/100 kcal oral liquid (ml)
O|U>F|FOODON_03315106|orange|C4270844|nutricia shs xphe, xtyr maxamaid powder (orange)
O|U>F|FOODON_00002940|instant noodle|C1653562|ensure plus rpb, vanilla instant
O|U>F|FOODON_00002043|mixed fruit beverage|C5917761|rite aid electrolyte solution (mixed fruit)
O|U>F|FOODON_00002724|nutritional powder|C0359455|infasoy powder
O|U>F|FOODON_03311523|infant formula (milk-based)|C5448977|infant formula, human milk
O|U>F|FOODON_03311199|cake (cream-filled)|C0452624|fresh cream-filled sponge cake
O|U>F|FOODON_03540237|02370 - biscuits (efsa foodex2)|C0351465|aminex 12.5g biscuits x 22
O|U>F|FOODON_03302727|chicory head (raw)|C0242868|chicory
O|U>F|FOODON_03543254|32540 - aloe vera juice (efsa foodex2)|C2980462|aloe vera juice kiwi-strawberry
O|U>F|FOODON_00002724|nutritional powder|C5140095|galaxtra powder
D|U>F|FOODON_00003300|sweet and sour pork|C0453504|sweet and sour pork
O|U>F|FOODON_00002220|salmon food product|C3669673|salmon egg as human food
O|U>F|FOODON_00002520|O's cereal|C0452493|baby cereal
D|U>F|FOODON_00003802|bay leaf|C0453244|bay leaf
